target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-01-10,0.3694206338,0.1717307128,0.1055406282,0.07900099874,0.06188653665,0.04868754435,0.04364541945,0.03762623379,0.3689975238,0.1712192161,0.1023853914,0.07518571511,0.05985879871,0.04759401376,0.04271447566,0.03664440976,202155,17693,9808,6771,5311,3127,2799,2314,1,0.0,1.5,1,2020,2,4,False
2020-03-23,0.3174403245,0.1186716334,0.07646629172,0.05755930498,0.04218099481,0.03107962246,0.02465528855,0.01989628223,0.3300641053,0.1215078815,0.07546579071,0.05488214428,0.03929398513,0.02869956412,0.02302191997,0.01842348299,198263,14686,9416,6231,3989,2989,1946,1349,1,0.0,10.1,3,2020,13,0,False
2020-06-30,0.3275379194,0.1507970327,0.0845312846,0.06662224395,0.05500340481,0.0444039209,0.03697878154,0.0312212349,0.3429012872,0.1571296602,0.08466510772,0.0630328461,0.05110288288,0.04025528787,0.03344014378,0.0280698354,186588,13525,4721,4492,3164,2394,1821,1560,0,307.4,20.7,6,2020,27,1,False
2021-03-22,0.3007788557,0.1516932142,0.1113975056,0.08943664953,0.06861016476,0.05614951288,0.04219089315,0.03402678162,0.2983398288,0.149932132,0.1084266741,0.08527763527,0.06474623431,0.05299402904,0.03960925142,0.03080957063,176740,14103,10052,6582,4576,3436,2248,1566,0,0.1,6.8,3,2021,12,0,False
2020-09-19,0.4730578852,0.2469285811,0.1771104554,0.1395102847,0.1128637968,0.08918204787,0.07027739204,0.06024525545,0.4744586736,0.2591279335,0.1866190096,0.1460706691,0.1176207564,0.09201032885,0.07170198223,0.06130097972,350567,35495,21319,16449,13681,9593,4510,3339,0,8.7,19.6,9,2020,38,5,True
2020-02-28,0.3249777662,0.1476412407,0.08265829246,0.05805277525,0.04230379428,0.03364995524,0.03165923197,0.03011311096,0.3313853614,0.1481331981,0.08176145228,0.05447854278,0.03727239999,0.02861569008,0.0244064308,0.02301001131,182526,15808,7736,4793,3507,2264,1619,1807,0,27.2,4.8,2,2020,9,4,False
2021-04-07,0.3524710055,0.1850122826,0.12290009,0.09370504125,0.08238950547,0.07282827838,0.05893449602,0.04656869941,0.3549293843,0.19182596,0.1242186279,0.0932736294,0.08231666169,0.07370381025,0.0605048374,0.04837403572,183363,15713,7469,4015,4067,3488,2590,1941,1,0.0,13.5,4,2021,14,2,False
2020-10-12,0.2907420149,0.1327620449,0.09346441647,0.07704442599,0.06065114258,0.04645390846,0.03669368936,0.03001631559,0.3000068747,0.1362722804,0.09358825646,0.07603190463,0.05935892135,0.04527479174,0.03566301452,0.02972348554,180933,14170,8907,8010,5874,3904,2877,1381,0,0.3,16.6,10,2020,42,0,False
2020-11-21,0.4512344772,0.2325744494,0.1734390641,0.147738989,0.1277852853,0.1103816316,0.09560185185,0.08446696697,0.4444265029,0.2341967386,0.168917217,0.1420588418,0.1197567894,0.1036105686,0.08856782459,0.07762315538,272825,29990,17279,15491,14155,10552,6341,4250,0,0.5,7.8,11,2020,47,5,True
2019-10-23,0.3205641832,0.1279144413,0.07542665083,0.04961286729,0.04343806038,0.03772620301,0.03094872464,0.02618658992,0.3411220319,0.1271364928,0.07415147201,0.04694379015,0.04291356923,0.03638680935,0.02857405305,0.02366627081,194337,13583,5556,2584,2229,1764,1479,1383,0,0.8,16.4,10,2019,43,2,False
2019-10-15,0.3212618023,0.1251237113,0.06812693299,0.05364755155,0.04343234536,0.03311146907,0.02595231959,0.02245489691,0.3497783853,0.132993405,0.07205318156,0.05725510592,0.04448639601,0.03354131726,0.02518849401,0.02255015397,208218,11174,4312,3767,3047,1991,1499,1236,0,13.2,13.8,10,2019,42,1,False
2021-05-22,0.454600255,0.2365983646,0.1739516471,0.1430538231,0.1227813726,0.1039598546,0.08738836482,0.07947753437,0.4500857419,0.2429904897,0.1739088833,0.1386087228,0.1190346059,0.09936786572,0.08059291103,0.07282174701,303602,33851,20948,12402,11670,10250,4960,3863,0,0.5,18.5,5,2021,20,5,True
2020-12-27,0.3772420957,0.2086304633,0.1654497256,0.1374536219,0.1098418493,0.09453900929,0.0833326874,0.07417397865,0.3824201191,0.2178797303,0.1717736161,0.1419597709,0.1131154816,0.09776107158,0.08543745618,0.07541187482,212066,15584,7710,5594,4358,3391,2383,1686,0,37.5,4.9,12,2020,52,6,True
2020-11-27,0.3197401118,0.1705944519,0.1133792336,0.0919730852,0.07921919556,0.06723698034,0.06200222622,0.05707889339,0.3218325839,0.176435675,0.1135905794,0.09051750804,0.07576733018,0.06390454869,0.05784749289,0.05320658562,182417,18385,10077,6796,5690,2976,2255,2484,0,3.9,6.2,11,2020,48,4,False
2021-05-04,0.323112727,0.1831828478,0.12727364,0.1103237131,0.09493673742,0.08331472006,0.07405715291,0.06332518861,0.3146807856,0.1803465472,0.1198406657,0.1021383912,0.08652457353,0.07580496675,0.06671920339,0.05501473631,214408,19169,8346,6210,4993,4584,3502,4068,0,208.3,15.3,5,2021,18,1,False
2021-04-28,0.3361347093,0.1794292732,0.1191858852,0.09206202185,0.08270774938,0.07297477312,0.06280990111,0.05582209364,0.3336976056,0.1789288306,0.1150137394,0.08876106878,0.07882267774,0.06988198895,0.06091022695,0.05529017347,182854,14906,7243,4193,3929,3251,2980,2516,0,2.5,15.5,4,2021,17,2,False
2020-10-18,0.4451188761,0.2373264655,0.1736718175,0.1356812607,0.1101569782,0.086098234,0.06561196959,0.05393794457,0.4444527962,0.2418983078,0.1740517849,0.1327711868,0.1071392989,0.08170092427,0.06120863414,0.04962082893,246386,21258,11583,9118,6920,5527,3653,2080,1,0.0,13.4,10,2020,42,6,True
2020-12-28,0.3249145667,0.1621360804,0.122852267,0.1027733854,0.08689437158,0.06886827065,0.05685259252,0.05043070929,0.3306395339,0.1681004907,0.1259341299,0.1029286183,0.08578146209,0.06843386883,0.05607575961,0.05030783401,202922,18162,10756,7551,6777,4362,3200,2002,0,0.6,5.6,12,2020,53,0,False
2020-04-13,0.2908983664,0.1060822395,0.06673010761,0.04927049341,0.03444303607,0.02610042418,0.020213516,0.01634926934,0.29934472,0.1125429865,0.06905090574,0.05022310617,0.03382313765,0.02616880994,0.01992213988,0.0157703066,186624,12229,9008,5708,3549,2435,2025,1341,0,0.9,10.0,4,2020,16,0,False
2020-05-25,0.3230020135,0.130346258,0.08544897285,0.06330256447,0.04761851392,0.0376137768,0.02991558363,0.02429230868,0.335645917,0.1403915245,0.08972531048,0.06333701095,0.04598715664,0.03623581997,0.02782964157,0.02204729978,184951,12389,8374,5848,3841,2230,2016,1377,0,0.0,17.3,5,2020,22,0,False
2020-12-08,0.3035773749,0.1451887384,0.08568096313,0.06937735139,0.05767118134,0.04647291196,0.03822172059,0.02885690996,0.311751596,0.1525142926,0.08814146308,0.06993634654,0.05710803269,0.04443041718,0.03628322946,0.02692097721,161174,10702,4433,3417,2819,2036,1561,1140,1,0.0,18.5,12,2020,50,1,False
2019-11-08,0.3583230583,0.151220839,0.09619297349,0.07023273377,0.05388842457,0.04087067544,0.03601319797,0.03093192534,0.3571843229,0.1463764897,0.09067041725,0.06520097713,0.04887276795,0.03681167288,0.03021524745,0.02684958999,224292,19248,12173,10148,6216,3556,2893,2637,0,0.4,8.4,11,2019,45,4,False
2020-04-29,0.3345063628,0.1521975802,0.08981519458,0.05993887066,0.05008263167,0.04062447224,0.0335366957,0.02599580207,0.3432891665,0.1594958138,0.09279450209,0.05945464282,0.04851985996,0.03856828625,0.03260857047,0.025455472,221758,23982,14209,6923,6322,5362,4743,3666,1,0.0,14.8,4,2020,18,2,False
2020-12-26,0.4809562615,0.2753529387,0.2149199299,0.1701043314,0.1471646048,0.1268286413,0.1135365961,0.1037371201,0.4898921669,0.2889919974,0.2244522009,0.176888956,0.1533734953,0.1308462359,0.117322795,0.1062651959,261931,20373,11366,8624,7115,5666,3379,2166,1,0.0,2.5,12,2020,52,5,True
2020-01-24,0.5360680634,0.2714666249,0.2091349223,0.1803328517,0.1539580359,0.1338762376,0.121256108,0.1102580173,0.5300542478,0.2627233498,0.1972580016,0.1672069708,0.1391454882,0.1194451673,0.1049834475,0.09660421546,329502,37151,22826,17529,14200,8822,7494,6231,0,7.1,4.8,1,2020,4,4,False
2019-10-06,0.4540282307,0.2049740722,0.1469560004,0.1137329423,0.09555827572,0.08001246423,0.06701058247,0.05873004014,0.4661772231,0.1993461741,0.1426856522,0.1102607575,0.09276236489,0.07482655362,0.06281398359,0.0560981265,290419,22234,10751,6171,5980,5211,3179,1565,0,0.4,17.5,10,2019,40,6,True
2020-11-29,0.3860022401,0.1984705449,0.1370876893,0.1087504005,0.09283375391,0.07947871605,0.07008030922,0.0632303683,0.3826835265,0.200927652,0.1356851622,0.104711329,0.085989521,0.07297995489,0.06377727147,0.05794420663,217866,18213,9263,6923,5228,3947,3545,1582,0,0.5,2.5,11,2020,48,6,True
2020-05-17,0.4446957373,0.1966954958,0.1211049055,0.08680216655,0.06938720794,0.05453433588,0.04522060153,0.03694540843,0.4560437998,0.2089602024,0.130705084,0.09165228893,0.07029991948,0.05523780768,0.04502530481,0.03591557396,263181,17697,9330,6315,4857,3762,2910,1720,0,8.7,18.5,5,2020,20,6,True
2020-06-28,0.4744118434,0.2284090656,0.1562691489,0.119996212,0.1009545217,0.08570222935,0.07297272079,0.06089079403,0.480457949,0.2362539437,0.1616852223,0.122569318,0.1017347207,0.08605220847,0.07086645027,0.05856515188,292215,20527,10177,6928,5922,5201,4121,2237,0,1.4,23.6,6,2020,26,6,True
2020-03-15,0.444616553,0.1963088991,0.1264721727,0.09011125066,0.06939049047,0.05281242191,0.03949512061,0.03016473406,0.4543354524,0.2070897975,0.134805855,0.09424577088,0.06968548222,0.05025272446,0.03881073422,0.02846254419,259116,19113,9222,6169,4321,3404,2304,1140,0,1.7,5.9,3,2020,11,6,True
2020-07-13,0.3420239322,0.171752621,0.1257647767,0.1029837644,0.08351311262,0.06984719601,0.0611767555,0.05311107299,0.3574561518,0.1858936221,0.1335225884,0.1075439327,0.08517312546,0.06958521664,0.05849221499,0.05046338081,218644,15378,10116,8053,5951,4263,3921,2726,0,849.4,19.7,7,2020,29,0,False
2020-05-26,0.3354864805,0.1440755391,0.07634361612,0.05962372399,0.04712675877,0.03537009439,0.02766230031,0.0227371708,0.3467267398,0.15203585,0.08112309501,0.06340868494,0.04777449916,0.03535392077,0.02730435717,0.02233414733,181295,11737,4980,4277,3044,2288,1815,1288,0,5.0,17.5,5,2020,22,1,False
2020-04-18,0.4162395635,0.1590300824,0.09253472222,0.06654298795,0.05143190757,0.03748617257,0.02743746927,0.02079338741,0.4232808165,0.1703946737,0.09613757471,0.06896887977,0.05164602386,0.03569435443,0.0259595305,0.01919361033,286613,26281,13543,8998,7975,5972,3363,2274,0,6.2,12.5,4,2020,16,5,True
2020-08-20,0.3858223001,0.2025063923,0.1375960003,0.111910729,0.09899338152,0.09128335779,0.08201909852,0.07291060896,0.3873067401,0.2076599154,0.1366905725,0.1110618597,0.09583655362,0.08719577802,0.07703768109,0.06714004819,240130,21931,11254,7753,6592,5481,4581,3989,0,2.9,27.2,8,2020,34,3,False
2021-01-01,0.473588389,0.2501816349,0.1677213212,0.1277264773,0.1043736914,0.08666786455,0.07543644469,0.0676782236,0.4714557989,0.2558896039,0.167227138,0.1254040607,0.1019387466,0.08430624451,0.07197028943,0.06447189078,279443,23061,12396,8548,5937,3333,2141,1890,0,2.4,-2.4,1,2021,53,4,False
2019-11-25,0.292114479,0.1064643053,0.07340868554,0.0583672362,0.04619400834,0.03830396527,0.0319483136,0.02670645872,0.3161248915,0.1072653802,0.07016493485,0.05333993073,0.0419891143,0.03324756721,0.02698334158,0.02336302161,193868,12450,7913,5522,3545,2668,2158,1353,0,28.8,5.9,11,2019,48,0,False
2020-08-11,0.3483285081,0.1840955419,0.1240627166,0.1145396163,0.1048799905,0.09214115205,0.08124156689,0.07478113063,0.3531519537,0.1888229209,0.121801351,0.111901212,0.1021413744,0.08793042633,0.07526476944,0.06995999435,217185,15160,7660,7342,6204,5027,4917,3748,0,311.2,25.6,8,2020,33,1,False
2019-09-16,0.2811213436,0.09014555307,0.05940830107,0.04879541859,0.04249436885,0.03614489248,0.02938627316,0.02472303692,0.3122498533,0.09296938594,0.05958379757,0.04769835845,0.03991882796,0.03353892783,0.02745102517,0.02131581566,242479,13833,6948,5525,5009,3949,2615,1872,0,1.2,22.9,9,2019,38,0,False
2021-04-09,0.3582700559,0.1894054359,0.1344013259,0.1095558766,0.09065412265,0.07620406039,0.06789103387,0.06015802837,0.3564811645,0.1954676683,0.136137534,0.1094645543,0.08952055669,0.0746811514,0.06611763704,0.05998184088,222364,22317,13073,10488,7109,4722,3605,3029,0,4.5,11.3,4,2021,14,4,False
2019-12-06,0.356022419,0.1509450546,0.09051443791,0.06709286292,0.05309687222,0.04157241668,0.03554510534,0.03131572157,0.3550343857,0.1394550919,0.084221627,0.06470804721,0.05056301233,0.03786037162,0.03193731362,0.02721074963,214715,16480,10012,7655,5056,3069,2418,2263,0,0.5,-2.8,12,2019,49,4,False
2020-06-17,0.3539059535,0.1626148945,0.08878881194,0.05703466166,0.04726796309,0.03951883835,0.0316699668,0.0243778381,0.3655581924,0.1694725803,0.09073677217,0.05858872728,0.04804293875,0.03963496851,0.03128562216,0.02262752327,196892,15400,6961,3316,2549,2502,1865,1510,0,13.5,22.2,6,2020,25,2,False
2020-03-14,0.4838328978,0.2155995904,0.1346917975,0.09723617603,0.07218392327,0.05321948099,0.04012560046,0.03124424573,0.4991067909,0.2359303328,0.1468431355,0.1037119818,0.07114631723,0.05410385076,0.03921794198,0.02934452333,324323,32349,18884,13400,9553,6586,3620,2187,0,0.3,5.0,3,2020,11,5,True
2020-09-26,0.4025129278,0.19028333,0.1278533357,0.09975630775,0.07770753068,0.06100513697,0.04867749582,0.04196117339,0.4110072747,0.1964684438,0.1286616162,0.09881996658,0.07580504291,0.05703273335,0.0449836713,0.0382718159,312908,31767,20449,16436,13893,9218,4601,3509,0,8.2,19.1,9,2020,39,5,True
2020-08-18,0.3697474226,0.186815231,0.1382208216,0.1195051464,0.1061777796,0.09144171228,0.07954032362,0.07098963805,0.36669145,0.1907900217,0.1347243045,0.1147182091,0.1010508004,0.08516385747,0.07288306604,0.06297608771,250920,26626,13437,11562,9588,7158,5144,3762,1,0.0,27.3,8,2020,34,1,False
2020-08-22,0.388420142,0.1939826744,0.1424289336,0.1204400207,0.1080051303,0.09766783033,0.08984775441,0.08391574082,0.3878884789,0.199696601,0.1426553191,0.118135148,0.1029443535,0.09060941314,0.08118528373,0.07456584194,309080,35664,22453,18261,13837,9264,6650,5149,0,70.6,25.3,8,2020,34,5,True
2021-03-12,0.2961312842,0.1532775223,0.1003058587,0.07704268995,0.06042524624,0.04855161772,0.04238747608,0.03707816054,0.2864057239,0.1542339571,0.09839001396,0.07408623857,0.058204449,0.0466502535,0.04041876727,0.03550015665,178420,15435,8535,6900,4883,2675,2318,1715,1,0.0,18.5,3,2021,10,4,False
2020-01-22,0.3643861274,0.1589925698,0.09475339688,0.06531038217,0.05493140922,0.04758898077,0.03927114223,0.03261672625,0.3744666826,0.1570490452,0.0939842555,0.06455281495,0.05350562846,0.04552127894,0.03735431636,0.03120875386,203286,15933,7662,4110,2866,3056,2234,1640,0,40.6,3.8,1,2020,4,2,False
2021-01-03,0.3314573392,0.1651217931,0.1220580346,0.09336557191,0.06900109892,0.05362983448,0.04497776111,0.03670393113,0.3326753852,0.169573297,0.1235941666,0.09268072872,0.0678775454,0.05269082093,0.04435916343,0.03547075867,213652,14780,6209,4090,2383,2193,1272,953,0,0.0,-2.8,1,2021,53,6,True
2020-09-23,0.3640376422,0.1866453734,0.1244393022,0.09046548178,0.07875601136,0.0666282809,0.05136510903,0.0432087365,0.3709809996,0.1969058146,0.1280548718,0.09108399046,0.07953397299,0.06747591808,0.05264312412,0.04352124071,189874,15898,7089,3483,3237,2310,2008,1272,0,3.0,18.4,9,2020,39,2,False
2019-09-14,0.5891581968,0.2935026102,0.2463190424,0.2103511587,0.1807790112,0.1553956204,0.1385542659,0.126423386,0.6029389212,0.2661206871,0.2201000634,0.1888589947,0.1617291981,0.1323014911,0.1129294004,0.1022430496,384148,30608,16081,9963,8768,6731,3980,3004,0,1.7,22.2,9,2019,37,5,True
2020-03-03,0.3503643299,0.151425536,0.07930009815,0.05807109974,0.04611083701,0.03410415573,0.02645857182,0.02028191032,0.367789321,0.1593742104,0.07763471002,0.05743252456,0.04374564843,0.03146581735,0.02374706638,0.01794618689,187781,12860,5413,3289,2101,1497,992,767,0,0.6,5.9,3,2020,10,1,False
2019-10-07,0.3069424555,0.1220218121,0.08674533079,0.07051854458,0.05472325742,0.04701045095,0.03851368018,0.03109597571,0.327440535,0.1271381498,0.08912769062,0.07349628682,0.05645010574,0.04827947999,0.0383448909,0.03035951409,205318,13982,9275,5888,4246,4221,3335,1701,0,84.3,16.0,10,2019,41,0,False
2020-06-22,0.3544309199,0.1605218386,0.1135823379,0.08754975052,0.06474811103,0.05254269591,0.04418886663,0.03643892022,0.3696603349,0.1652315029,0.1155425683,0.08787150784,0.06380279322,0.05104936793,0.04300141139,0.0336898314,213331,15756,9990,6858,4347,3679,2510,1640,1,0.0,24.6,6,2020,26,0,False
2019-10-05,0.5173467787,0.2431810077,0.1767972114,0.1444038822,0.1237190622,0.1041884763,0.09173029014,0.08533023492,0.5282061927,0.2351681761,0.1714929898,0.138720765,0.1174572746,0.09920436897,0.08770057527,0.08270214809,354654,38327,16524,15566,15205,9407,5147,3953,0,33.7,19.2,10,2019,40,5,True
2021-02-02,0.3127294849,0.149462919,0.08634930061,0.06846793349,0.05590987068,0.0449300607,0.03585774611,0.02490894695,0.31885548,0.1546604938,0.08650766929,0.06908810325,0.05548728021,0.04295080434,0.03457444819,0.02237186682,169675,11868,5083,4115,3607,2435,1813,1139,0,0.4,-2.1,2,2021,5,1,False
2021-03-26,0.3483669617,0.1861098644,0.1327099541,0.1077429932,0.08643215141,0.06837285558,0.05891120586,0.05109901755,0.3450673134,0.1873306016,0.1308950657,0.105059129,0.08580744212,0.06676705753,0.05752236059,0.04976836992,212818,23379,13109,10634,6948,4254,2907,2436,1,0.0,11.0,3,2021,12,4,False
2019-10-10,0.3317629171,0.1326917283,0.09610456851,0.07097932128,0.05318037079,0.04692491461,0.04266724737,0.03720512539,0.3473138399,0.1348407925,0.09806049901,0.07220541968,0.05415242014,0.04728119557,0.0420841947,0.03704836665,225857,19306,9988,4388,2616,2806,2169,2012,0,0.1,15.1,10,2019,41,3,False
2019-10-29,0.3110895669,0.1257470237,0.06838892507,0.05424874685,0.04590820816,0.03786774002,0.03121057128,0.02581059469,0.3340223903,0.1270298142,0.06756425586,0.05146061095,0.04190302945,0.03415795092,0.02868096823,0.02417602661,189827,10733,4198,3102,2615,2269,1620,1592,0,6.7,13.7,10,2019,44,1,False
2020-05-14,0.3552777322,0.1513861944,0.08257600148,0.0557614399,0.03912137693,0.03289256909,0.02672106537,0.02083306629,0.3713882782,0.1590997953,0.08639228133,0.05685934589,0.03950757837,0.03298143932,0.02658611054,0.02090376964,195422,15432,7429,4553,2616,2229,1746,1690,0,0.0,18.2,5,2020,20,3,False
2019-12-10,0.3336855302,0.138698346,0.07331712872,0.06087862282,0.05180181777,0.04107642498,0.0322321949,0.02588530935,0.3436250797,0.1470336083,0.07627246857,0.06082453802,0.05075105364,0.03887648139,0.02993948345,0.02362126725,189813,11086,4337,3696,3140,2329,1762,1319,0,4.7,7.6,12,2019,50,1,False
2020-05-28,0.3446037603,0.155850789,0.08833680233,0.05810046795,0.03949264131,0.03354885376,0.0276818269,0.02250343209,0.3559725175,0.1653656958,0.09083292548,0.059259843,0.04096468161,0.03419852732,0.02708950292,0.02146947488,181413,14335,8159,4193,2483,2076,1736,1572,0,0.1,18.1,5,2020,22,3,False
2019-09-10,0.3273817608,0.1155858435,0.065420042,0.05032733097,0.04375701234,0.03580652142,0.03025776729,0.02615903601,0.3596466256,0.1194408794,0.06604637099,0.05021305546,0.04361351263,0.036341855,0.02964207011,0.02539082079,263524,16907,6765,5872,3988,3544,2827,2526,0,127.7,24.9,9,2019,37,1,False
2020-02-08,0.4511691586,0.2030518795,0.1363404288,0.1033380889,0.08522097352,0.06877851883,0.05698952024,0.05063368694,0.4588110042,0.2085177471,0.1372725563,0.09932851688,0.07997772571,0.06359925077,0.05352519598,0.04851167231,275947,27767,16712,12982,11244,7309,4047,3233,0,2.3,2.0,2,2020,6,5,True
2021-01-31,0.396284365,0.1942327477,0.1252618181,0.09153147093,0.0719788699,0.05643729556,0.04427957159,0.03525443178,0.4011083612,0.199936401,0.1251084923,0.088167789,0.06879816685,0.05300598578,0.04086419753,0.03140665918,229501,15986,8371,5941,4531,3745,2689,1753,0,6.8,4.3,1,2021,4,6,True
2020-03-30,0.302704424,0.1119578545,0.06919417208,0.05184928596,0.03621673803,0.02768018236,0.02085282296,0.01515262196,0.310609072,0.110269087,0.06450565594,0.04720031888,0.03246820042,0.02542841438,0.01871329427,0.01334184108,194729,15056,9126,5504,3653,2730,1987,1273,1,0.0,10.0,3,2020,14,0,False
2020-03-17,0.3629975128,0.1562895464,0.08507996314,0.06738363878,0.05511375038,0.04069622197,0.03048469336,0.02312030306,0.3769203903,0.1598489444,0.08355013629,0.06554513765,0.05415384728,0.04163164933,0.02981101603,0.02302922455,184781,13169,5185,3531,2521,1782,1250,793,0,1.2,7.5,3,2020,12,1,False
2020-04-14,0.3189662261,0.1308595838,0.06171378479,0.04601005033,0.03626346163,0.02642844235,0.02076196408,0.01584445444,0.3282401663,0.1379069813,0.0664081391,0.04785170521,0.03761003617,0.02692543529,0.0213782412,0.01645024776,204325,15035,5689,4678,3546,2839,1979,1538,1,0.0,12.0,4,2020,16,1,False
2020-06-08,0.3322853684,0.1376334822,0.08839073498,0.06578138905,0.04886592483,0.03775731615,0.02925658109,0.02299855904,0.3462571186,0.1484829743,0.09392174722,0.06864001581,0.05146343345,0.03855528323,0.02970444423,0.02381606495,197279,15370,9317,6988,3980,2853,2538,1487,1,0.0,23.7,6,2020,24,0,False
2019-11-06,0.3258889155,0.1286406203,0.07059644842,0.04676125629,0.03907015207,0.0331710094,0.02681368727,0.02178554572,0.3352829157,0.1247490179,0.07111008623,0.04613623449,0.03766666941,0.03146850267,0.02644474276,0.02094825527,193347,13855,5556,2886,2484,2242,1313,1224,1,0.0,11.6,11,2019,45,2,False
2020-08-17,0.4763618439,0.2484622934,0.1927644855,0.1622545429,0.140228479,0.1248036112,0.1140131724,0.1038418477,0.4648558472,0.2507581437,0.1902789136,0.1574165569,0.1336206897,0.1157082444,0.1032277422,0.09430606666,360922,31740,18712,14693,10566,7137,6745,4677,0,0.0,27.7,8,2020,34,0,False
2020-01-06,0.3060994483,0.1272487007,0.08495904117,0.06702563737,0.05190160081,0.04165558844,0.03615574227,0.03349912851,0.3166948692,0.1314129934,0.08620225855,0.06908890674,0.05539317019,0.04468897535,0.03920598669,0.03663149153,181393,13514,9381,6712,4080,2473,2254,1910,0,62.4,4.1,1,2020,2,0,False
2020-03-24,0.3417519673,0.1400056572,0.07234659258,0.0554139444,0.04449046807,0.03267695479,0.02449674303,0.01863225299,0.3540228488,0.1414163879,0.07162320719,0.05473617848,0.04243034517,0.03137313276,0.02464318862,0.01678020419,187974,13593,5408,3872,2932,2254,1537,887,1,0.0,10.1,3,2020,13,1,False
2020-11-02,0.3173995867,0.1539314795,0.1143084954,0.09312621052,0.07425935808,0.06034267659,0.04899341377,0.04055063935,0.3205109615,0.155070128,0.1123290124,0.0886574395,0.06963699801,0.05580683796,0.04554373277,0.0364503905,183889,14058,8947,6499,4620,3511,2467,1815,0,9.1,11.7,11,2020,45,0,False
2020-02-20,0.4288122371,0.1976753787,0.1189197279,0.08390591226,0.06025717395,0.05137581132,0.04389149212,0.03420802751,0.4521840519,0.2091714559,0.1226470887,0.08390659468,0.05996930512,0.04935489957,0.04229616568,0.03147313654,277596,24382,9626,5177,3879,2695,2221,2318,1,0.0,5.2,2,2020,8,3,False
2021-04-08,0.3515784299,0.1858779177,0.127545318,0.09862786386,0.07925275381,0.07051258535,0.06245169826,0.05238598345,0.3541199445,0.1919980657,0.1293407223,0.09916723559,0.07870814843,0.07017782471,0.06273645958,0.05283538146,191542,17183,9494,5519,3386,3374,2797,2356,0,0.4,12.3,4,2021,14,3,False
2020-06-29,0.3366342371,0.1486586796,0.0986369975,0.07625593638,0.06081732666,0.05137288338,0.04254433651,0.03809410087,0.3500623627,0.1543390254,0.09783099463,0.07517831959,0.05935150519,0.04959973214,0.03986064185,0.03508431498,198753,14331,9153,6394,4525,2981,2494,1714,0,371.6,21.9,6,2020,27,0,False
2021-01-15,0.3057239749,0.1551610279,0.09909678415,0.07553497264,0.05944787057,0.0467751258,0.03977118183,0.03291565975,0.3026251818,0.1570290781,0.09870844917,0.07381438137,0.05838975578,0.04498568888,0.03836072251,0.0312359878,179813,14715,7521,5872,4556,2434,1727,1364,0,0.5,6.5,1,2021,2,4,False
2020-11-10,0.3586000108,0.1918317263,0.125730765,0.107852832,0.09418908094,0.0756363564,0.06117156248,0.05033509463,0.3635307451,0.1958372048,0.1242257065,0.1057055749,0.09158536585,0.07414247,0.05905826558,0.04726771196,186128,14299,5638,5424,5636,3906,2770,2266,1,0.0,8.2,11,2020,46,1,False
2020-01-30,0.3747241308,0.1631044364,0.09121855356,0.06582763505,0.0546476452,0.04976765222,0.04458783225,0.04044470225,0.3928141005,0.1754936969,0.09857673625,0.0716691725,0.0598128578,0.05336154803,0.04648015093,0.04149077661,198138,17388,7762,4207,2759,2268,2507,1743,0,10.0,5.1,1,2020,5,3,False
2020-12-29,0.3537674474,0.1899565689,0.1203175896,0.09523938783,0.08161871155,0.07084949072,0.05859831446,0.04790212502,0.3595425861,0.1980390952,0.123494548,0.0971123624,0.0813763388,0.06967812933,0.05786261191,0.04636829483,188381,17303,6896,4801,3639,3258,2327,1704,0,19.9,2.6,12,2020,53,1,False
2020-08-01,0.4561605733,0.241055809,0.1780696916,0.1511308945,0.1306301071,0.1153596646,0.1027874061,0.09455696101,0.4554701687,0.2488133702,0.1798266057,0.1497674301,0.127640258,0.109075882,0.09713084477,0.0886397433,320834,36130,23388,20260,15215,13698,6831,6113,0,101.0,25.7,8,2020,31,5,True
2020-09-13,0.4825461046,0.2420592782,0.1741372419,0.129118749,0.1015444406,0.08187654107,0.0650451726,0.05240358684,0.4887202954,0.2538286031,0.1807956737,0.1325888722,0.1019534038,0.08144655521,0.06354683917,0.04874683006,337081,20316,11476,8105,5876,4681,3015,1471,0,25.3,20.6,9,2020,37,6,True
2021-02-16,0.3313342284,0.1641398898,0.09893318165,0.08000879664,0.06991845695,0.06244002291,0.05400324521,0.03850851804,0.3324908461,0.1678659266,0.09972783539,0.07916038879,0.06937704954,0.06170049337,0.05210456734,0.03485885846,175263,13666,6412,3968,2955,3491,3117,2191,0,9.5,-1.7,2,2021,7,1,False
2021-03-09,0.2892061752,0.1440508055,0.08469468369,0.07054473952,0.05752375042,0.04553389856,0.03662499751,0.02432113165,0.2836262428,0.1459524063,0.0818182626,0.0669483543,0.05374902254,0.0437104571,0.03511409682,0.02186322599,157590,10417,4288,3937,3176,2262,1582,934,1,0.0,7.3,3,2021,10,1,False
