target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-06-07,0.4832444023,0.2252213578,0.1566040849,0.1162953521,0.09178391622,0.07088925685,0.05624328334,0.04399121577,0.4909547277,0.2369473673,0.1659549017,0.1208214255,0.09290833117,0.07145524812,0.05660967134,0.04208479475,278624,19840,10358,7571,5392,5115,2995,1469,0,0.1,21.7,6,2020,23,6,True
2020-05-18,0.3030784154,0.1187615885,0.0772496555,0.05778957131,0.04149837148,0.03282424747,0.02771153961,0.0235368396,0.3204241812,0.1243275484,0.07698322015,0.05773418131,0.03985771262,0.03048542992,0.02548812475,0.02122668966,183106,11347,8178,5176,4138,2440,2129,1341,0,166.9,18.4,5,2020,21,0,False
2019-09-23,0.2800359537,0.09083071344,0.06504515169,0.05559470946,0.04412777158,0.03615207989,0.03095972903,0.02570781129,0.2985059577,0.09300931128,0.06526438912,0.05426925832,0.04331191147,0.03326795066,0.02800119594,0.02240259954,216347,11887,7854,5478,3434,2872,2529,1346,0,21.0,18.8,9,2019,39,0,False
2021-03-19,0.3233128574,0.1657120008,0.107011296,0.08230994152,0.06450679762,0.04950454841,0.04361036137,0.03801606938,0.3163253215,0.166506328,0.1043564007,0.07921530272,0.06156380052,0.04698189242,0.04126403854,0.0354490907,190475,18245,10812,7915,5499,3097,2239,2058,0,4.2,12.4,3,2021,11,4,False
2019-12-28,0.5034714262,0.2636076765,0.203418198,0.176611426,0.1576113401,0.1383586639,0.1200533803,0.1076735932,0.5010429831,0.2598639603,0.1966246141,0.1681381459,0.1505579359,0.1298634554,0.1125699674,0.1028286304,282299,33794,18933,12077,11532,8221,5289,3614,0,0.2,1.5,12,2019,52,5,True
2021-03-17,0.3174905523,0.1623574216,0.09998936915,0.06701123118,0.05724148282,0.04951223173,0.04035219371,0.03298314073,0.3131084747,0.1659405027,0.09958336897,0.06626001483,0.0562469706,0.04882940581,0.03969755938,0.03223366265,166761,14730,5720,2900,2560,1935,1735,1296,1,0.0,18.5,3,2021,11,2,False
2021-01-06,0.298164409,0.1451450045,0.08785106073,0.06322215977,0.05100529844,0.04318775633,0.03485364229,0.02913817063,0.3070824417,0.1528856888,0.08923308774,0.06327026122,0.05063537248,0.04221366376,0.03268679765,0.02734148247,150662,12092,5715,2780,2562,1472,1265,1003,0,9.8,-4.7,1,2021,1,2,False
2019-12-26,0.4475649591,0.2231172398,0.1767130349,0.1442021375,0.123855123,0.1102306305,0.09777290987,0.08835222784,0.4497433769,0.2262002654,0.175805707,0.1407228281,0.1208398252,0.1084584812,0.09714648432,0.08907498774,238383,26173,19093,11574,6506,5867,5030,4375,0,17.6,4.2,12,2019,52,3,False
2019-12-22,0.4890281757,0.2512539176,0.1833657894,0.1453314803,0.1241900293,0.1059195777,0.09244818475,0.08118651774,0.4893857601,0.2463609741,0.1775603018,0.1363859315,0.1133291497,0.09254991489,0.08007660348,0.06618410802,253368,21413,11806,8049,6526,5584,4649,2563,0,3.1,3.8,12,2019,51,6,True
2020-03-22,0.4299973669,0.1807258619,0.110930262,0.0776086068,0.05773628791,0.04527635045,0.03547157019,0.02899100782,0.4362676056,0.187229074,0.1152833711,0.08027623962,0.05598554129,0.04409276505,0.0356748329,0.02765891993,278943,19946,9677,6335,4602,3447,2742,1125,0,1.6,12.5,3,2020,12,6,True
2021-01-09,0.3012760461,0.1241948093,0.08509354805,0.06961251824,0.05375690536,0.04236111111,0.03245974046,0.0275725714,0.3029568516,0.1275539678,0.08582207761,0.06912484905,0.05265869821,0.04124550889,0.02941209356,0.02436192734,213920,16772,10068,9948,7663,5319,3102,1888,0,5.3,-9.2,1,2021,1,5,True
2020-09-07,0.2646627206,0.134722103,0.09956961488,0.08031908807,0.06213647892,0.04809562631,0.03724184044,0.02934032247,0.2697213582,0.1431008908,0.1061469999,0.08559914565,0.06522864882,0.04860352363,0.03593906492,0.02709395581,166569,12013,7825,5536,4177,3268,1788,1434,0,696.6,20.4,9,2020,37,0,False
2020-02-01,0.4397403242,0.1983350767,0.1319088505,0.1004460135,0.08024610646,0.06681775918,0.05867547071,0.05353614598,0.4441151994,0.2024207072,0.1285201087,0.09843474427,0.07732132015,0.06406489432,0.05605068378,0.04888758782,274479,28729,18465,13788,8725,5871,3956,2805,0,0.0,3.1,2,2020,5,5,True
2021-05-01,0.4539218548,0.2328676962,0.1760048315,0.1434192745,0.1191024198,0.100856022,0.08596942004,0.07832668945,0.451638764,0.2365101046,0.1764407825,0.1404840468,0.1143046907,0.09481520646,0.07998554159,0.07250257836,298750,33554,22828,17696,15103,12397,6377,4484,0,98.6,10.7,5,2021,17,5,True
2020-02-23,0.402674251,0.18894679,0.129527958,0.111910206,0.09160861782,0.07490886478,0.05931543715,0.04963102792,0.3978599856,0.1841276064,0.1247731167,0.1055080008,0.08536802288,0.06899067782,0.05473333043,0.04517337515,228242,18144,10902,13434,6706,5009,3738,1976,1,0.0,3.8,2,2020,8,6,True
2020-11-17,0.3620226162,0.1935858472,0.1257297764,0.1069319376,0.0921225424,0.07520886488,0.06332795538,0.05502588924,0.3634347195,0.1972005299,0.1232210369,0.1009060413,0.08686317575,0.06922655294,0.05837168224,0.04971993678,180617,14102,5678,4832,4795,3863,2730,2327,0,13.2,15.5,11,2020,47,1,False
2021-03-16,0.3052071765,0.1520893817,0.08960185268,0.07273989105,0.06102905231,0.04860986402,0.03867364042,0.02645024593,0.3019088642,0.1563514697,0.09007661853,0.07237816514,0.06122895839,0.04828533994,0.03765327267,0.02356678487,167714,11192,4492,3855,3012,2345,1784,1412,0,21.6,10.6,3,2021,11,1,False
2019-12-07,0.4717418012,0.213902165,0.1447463609,0.1134770557,0.09240332902,0.07377952784,0.06125799942,0.05324748967,0.4647000694,0.1921525001,0.125508094,0.09800696578,0.08031479923,0.06353178821,0.05194253476,0.04436183068,274415,28936,16353,13385,11071,8407,4607,3467,0,0.5,0.3,12,2019,49,5,True
2020-06-05,0.3458456233,0.1626505584,0.09925649798,0.0708100989,0.05163995345,0.03933391447,0.03336195203,0.02844420888,0.3600924333,0.1720319672,0.1041044211,0.07495453365,0.0526191868,0.0397181086,0.03304565039,0.02635695419,213071,18345,11732,8270,5865,3052,2278,1949,0,0.2,22.4,6,2020,23,4,False
2020-01-12,0.4561153905,0.2241017748,0.1544181408,0.1174051914,0.09530798358,0.07866877674,0.06576988669,0.05302274829,0.4590010684,0.2303319025,0.1524616285,0.1126195948,0.09147011215,0.07437998613,0.05946677362,0.04578202682,237524,16864,10314,6634,5150,3824,3313,1879,0,1.1,1.7,1,2020,2,6,True
2020-01-13,0.3469380748,0.1450633566,0.1017673662,0.07938477504,0.06081210967,0.04995757917,0.0407167748,0.03285555091,0.357986064,0.1478404295,0.1001470546,0.07520016765,0.05766201295,0.04956136548,0.04070376633,0.03211353914,202393,13871,9351,7493,5122,3601,2198,2203,0,0.7,0.5,1,2020,3,0,False
2020-04-15,0.3546148044,0.1282558796,0.06731784259,0.04204871852,0.03248514754,0.02665847327,0.0209230925,0.01672359086,0.3627108784,0.1347666091,0.06731507474,0.04297577917,0.03299023489,0.0265121524,0.02147814247,0.01684901269,253088,24612,11364,5314,3519,3077,2486,2049,1,0.0,12.4,4,2020,16,2,False
2019-10-22,0.3139523251,0.12047328,0.06499693727,0.05340827601,0.04663025819,0.03742787746,0.03138762503,0.02632718701,0.3392970957,0.1236293963,0.06386967855,0.05256605294,0.0467802018,0.03576767785,0.0295213269,0.02444431653,203400,11450,4042,3379,2749,2645,1828,1394,0,0.2,16.6,10,2019,43,1,False
2020-12-19,0.3837241974,0.1775920394,0.1219107435,0.09784645629,0.07973473243,0.06652624592,0.0590137357,0.05443155127,0.3812045956,0.1792091267,0.1179363696,0.09339989124,0.07435434731,0.06156792855,0.0531196925,0.04864183874,270243,23842,14870,10065,7156,5275,3268,2979,0,0.0,-2.5,12,2020,51,5,True
2020-02-04,0.361345056,0.1551166747,0.08377992075,0.06788225642,0.05465430682,0.04371821357,0.03643354016,0.02993292287,0.3733950309,0.1575531259,0.08319762282,0.06364446437,0.05075362261,0.041127063,0.03485335131,0.02792533723,210635,12482,5008,3995,2934,2190,2464,1277,0,1.5,0.5,2,2020,6,1,False
2021-03-25,0.3442030713,0.1838166966,0.1264788169,0.09797661871,0.07245266287,0.06212842226,0.05300696942,0.04471048161,0.3395639344,0.1859490652,0.1241068755,0.09572209387,0.07119949657,0.06172809795,0.05250984041,0.04464285714,196323,19304,11747,6102,3593,2854,2212,1745,1,0.0,18.5,3,2021,12,3,False
2021-02-01,0.2856133682,0.1304718001,0.09090033766,0.07087620027,0.05430647884,0.04266447716,0.03113392951,0.02587778305,0.2919128872,0.135577067,0.09196034418,0.07018424991,0.05111952862,0.04033670034,0.02780583614,0.02405630378,172984,13073,8855,6084,4165,3315,2131,1534,0,104.0,6.8,2,2021,5,0,False
2020-09-12,0.449524056,0.2286188646,0.1562662535,0.1192438646,0.09287291474,0.07207449626,0.0575469063,0.04829988731,0.4542615648,0.2412333151,0.1618244423,0.1220958043,0.09480016096,0.07250998436,0.0550677266,0.04705746132,325009,37059,21410,14878,12052,7910,4713,3237,0,106.0,20.2,9,2020,37,5,True
2019-10-13,0.4623416215,0.204003116,0.1381892729,0.1077899415,0.08400443157,0.07113856265,0.05956630975,0.05117263776,0.4733850853,0.1949792489,0.1338389534,0.1071663163,0.08313098105,0.07001361454,0.05770455963,0.04921646453,279468,20578,10827,8338,4609,3936,2988,1647,1,0.0,16.5,10,2019,41,6,True
2020-04-28,0.3236472396,0.1397665393,0.07205916252,0.05414186761,0.04292003461,0.0321040559,0.02424544737,0.01810472854,0.3329984876,0.1437180653,0.06944526799,0.05133263239,0.04128564425,0.03140786549,0.02446304944,0.01781615762,200019,13281,5587,4628,3579,2803,2053,1579,1,0.0,13.1,4,2020,18,1,False
2020-02-15,0.4977012959,0.2431147598,0.1631209873,0.1240746588,0.09760741559,0.0735229625,0.05702981557,0.04834067174,0.4976112576,0.2435435533,0.1568087484,0.1096380471,0.08401181354,0.06156028678,0.04378555672,0.03756494543,303571,31199,19610,14690,12096,9173,4282,3064,0,5.8,9.9,2,2020,7,5,True
2020-01-14,0.3768197527,0.1720486292,0.09967651854,0.08153886403,0.06732837271,0.05363822689,0.04554540882,0.03766361975,0.3940299232,0.1826186553,0.104390681,0.08165683894,0.06710855301,0.05361891548,0.04694184299,0.03872557521,194399,13045,5139,4646,3578,2488,2108,1941,0,5.7,-0.3,1,2020,3,1,False
2020-08-09,0.3434054774,0.1970087389,0.1521196267,0.1281986856,0.1153564233,0.1043015045,0.09583761013,0.08724600595,0.3410773559,0.1990069395,0.1512054319,0.1245313871,0.1106554598,0.09890025524,0.08968353673,0.08147981973,220867,19080,11317,9146,7420,6615,4942,3474,0,245.8,25.7,8,2020,32,6,True
2020-05-15,0.3165658701,0.1401666565,0.08146855965,0.05688962604,0.04222978953,0.03411690359,0.0294778483,0.02601079659,0.3266459077,0.1456398195,0.08304592289,0.05673403021,0.04089830199,0.03342970389,0.02878896574,0.02511864217,189579,15757,9054,6446,4501,3121,2182,1918,0,189.7,16.6,5,2020,20,4,False
2019-09-12,0.5599163462,0.2664971918,0.2012383223,0.1665531548,0.143652769,0.1307681329,0.1195680207,0.1069344044,0.5687535093,0.2411480784,0.177472439,0.1405818973,0.1166408564,0.1058449479,0.09627872415,0.08631794912,429406,48475,31062,22307,13373,11206,9692,9838,0,38.8,21.3,9,2019,37,3,False
2021-05-03,0.3525106564,0.1861610533,0.1434785949,0.1173821275,0.0995927794,0.08728463861,0.07467933073,0.06768517012,0.3469931701,0.1835386232,0.1372341675,0.1093699004,0.09218788757,0.08082106163,0.06703824462,0.06073186334,205285,16221,11163,8393,6025,4866,4816,2574,1,0.0,14.1,5,2021,18,0,False
2019-11-01,0.3542783754,0.1449416894,0.09361361695,0.07053041462,0.05389685394,0.04293181165,0.03855713047,0.03452708165,0.3648279299,0.1428799581,0.09196806523,0.0683923782,0.05319553545,0.04144638379,0.03660413953,0.03245999509,229931,18282,12387,9449,6516,3133,3064,2705,1,0.0,14.9,11,2019,44,4,False
2021-01-26,0.3104593364,0.1558132156,0.09101573609,0.07338307475,0.05980227194,0.0486637754,0.03911442369,0.02979481994,0.3138473226,0.1611890294,0.09270034531,0.07415597859,0.05845086476,0.04664259982,0.03657675232,0.02672205032,158937,11096,5064,4196,2856,2369,1538,1217,0,65.7,5.6,1,2021,4,1,False
2020-07-02,0.3778269129,0.1838670593,0.1092308064,0.0779404404,0.05708249768,0.04754964739,0.04133065003,0.03387724246,0.3960337671,0.1943322148,0.1110701876,0.07949706219,0.05682914549,0.04650029391,0.03894184146,0.03033425845,213493,17021,9609,6046,3208,2550,2170,1907,0,1.1,22.4,7,2020,27,3,False
2021-02-27,0.4874463192,0.2559000211,0.1920053681,0.1579754601,0.131083594,0.1065994777,0.08575486688,0.07236281527,0.4800372959,0.2601235803,0.1919491768,0.1555392431,0.127654807,0.103450532,0.08061937131,0.06739642488,332292,40707,26021,20221,16107,12965,6749,4661,0,2.0,7.8,2,2021,8,5,True
2020-01-25,0.6995221544,0.4146064742,0.3590102952,0.3071674385,0.2720295507,0.2401161542,0.209599191,0.1916900252,0.69517905,0.4008225634,0.3473722063,0.2895650823,0.2533339839,0.2199543904,0.1875433689,0.1681141036,357444,40711,20576,16039,13853,10789,6967,6012,0,3.9,5.4,1,2020,4,5,True
2020-04-25,0.4233743782,0.175753925,0.1062359823,0.07616460569,0.0577150391,0.04105670728,0.03085939868,0.02589485967,0.4310039445,0.1869738617,0.1087754639,0.07629732338,0.05708164737,0.04023214037,0.03021952467,0.02583164737,274057,28673,16211,12964,10100,6349,3512,2333,0,0.3,13.7,4,2020,17,5,True
2020-04-07,0.3072633344,0.1206559781,0.05543180098,0.04065850044,0.03146519107,0.02207087905,0.01603449363,0.01247162316,0.3238927047,0.133160001,0.05849965588,0.04041765441,0.03084614208,0.02092892101,0.01617024802,0.01279918942,177381,11189,5151,3482,3166,2194,1558,988,0,0.2,11.4,4,2020,15,1,False
2021-03-14,0.4287220847,0.2149959345,0.1423240101,0.1036578522,0.08097320743,0.06629553141,0.05357828759,0.04408914729,0.4284793716,0.2211443291,0.141805698,0.1013442066,0.07753798883,0.06200689282,0.0485399043,0.03980727876,251139,20142,11284,7395,5414,3944,3194,1642,1,0.0,8.7,3,2021,10,6,True
2019-09-11,0.3825233092,0.1490160951,0.09451061577,0.073379916,0.06283586343,0.05569562371,0.04856290069,0.04377413566,0.4097839743,0.1428317117,0.08517848813,0.06211357242,0.05196652596,0.04575236657,0.04110410942,0.03517346076,345996,33534,18667,10726,8395,7222,5867,5083,0,98.4,24.1,9,2019,37,2,False
2021-03-01,0.3838035173,0.2101947502,0.1664028981,0.1334080156,0.1098843679,0.09525742812,0.08213728999,0.06843009443,0.3778266036,0.2151451271,0.1677744794,0.1323289523,0.1084240377,0.09306433918,0.07877480927,0.06459552286,207981,17166,9591,6884,4509,3427,2901,2106,0,499.1,7.6,3,2021,9,0,False
2020-05-21,0.3521572147,0.1568967309,0.08329807051,0.05682761072,0.03891811144,0.03182840131,0.02635375365,0.02171186081,0.3632520817,0.1655343813,0.08355262404,0.05615131918,0.03715329137,0.0290911332,0.02445592974,0.01925171706,187214,13628,7508,4582,2358,1733,1334,1597,0,0.2,15.6,5,2020,21,3,False
2020-11-23,0.3224388067,0.1604097848,0.1214270521,0.1016954454,0.08589276777,0.0750538038,0.06427677678,0.05545295295,0.3270126224,0.1636391292,0.1199079241,0.09986417256,0.08357747396,0.0731133355,0.06373232887,0.05478244358,179608,12826,8512,5792,4219,3806,3216,2059,0,1.0,4.5,11,2020,48,0,False
2020-09-25,0.3162682117,0.1616791942,0.104732698,0.07997395532,0.06246137952,0.05000446549,0.04401768818,0.03767729213,0.3253596617,0.1688928761,0.1045644414,0.07865686945,0.06100098732,0.04835763652,0.04259892155,0.0364063568,196911,17588,10485,7483,5447,3115,2411,1925,0,19.4,19.7,9,2020,39,4,False
2020-05-23,0.4794615823,0.2083669463,0.1330895271,0.09771820061,0.07392094822,0.0573019373,0.04485990104,0.03919424426,0.4829865768,0.2215516851,0.1358643987,0.09814173514,0.07433483851,0.05793921595,0.04372496096,0.03681163849,305667,31103,18985,14154,10349,8195,4618,2555,0,4.2,18.4,5,2020,21,5,True
2021-03-13,0.4222446876,0.1983284456,0.1321165126,0.09981571256,0.08066066673,0.06333166253,0.05060423337,0.04257688203,0.4178502813,0.2010319647,0.1298509641,0.09658937167,0.07684728275,0.05833529152,0.04629421943,0.038179313,289869,30703,19429,14008,11390,7966,4334,2464,1,0.0,8.8,3,2021,10,5,True
2020-10-03,0.4637851447,0.2377841513,0.1828067965,0.1579761525,0.1374144166,0.1239365452,0.1137751801,0.1075374925,0.4606526229,0.2448755379,0.1831719584,0.1570326399,0.1338461597,0.1211091343,0.1115311801,0.1035764792,300607,21603,10396,7374,6406,4686,2193,2077,0,24.0,18.8,10,2020,40,5,True
2019-11-30,0.4783232321,0.211187256,0.142067065,0.1115342478,0.08945854381,0.07229075411,0.05947180974,0.0525859671,0.4774728656,0.1996263607,0.13242245,0.1029934052,0.08192503449,0.06593149066,0.053279906,0.04838661764,299233,29788,18183,14447,12426,7958,4100,3172,0,0.7,5.5,11,2019,48,5,True
2019-11-02,0.5131218616,0.2416566655,0.1667920088,0.1314238959,0.1065923872,0.08592075404,0.07004968267,0.0629602067,0.5112525163,0.2259665221,0.1549500733,0.1223044584,0.09850705929,0.07835672697,0.06393161379,0.05790975117,332694,34799,20629,18011,15392,10921,5210,4053,1,0.0,13.8,11,2019,44,5,True
2021-01-16,0.3843358804,0.173913925,0.1154577656,0.0870514692,0.06691663527,0.05206959879,0.04030302317,0.03300605889,0.3802027149,0.1732747732,0.1116146838,0.08379579802,0.06356880727,0.04856906887,0.03616660687,0.02926607322,261885,23765,14505,9847,8730,6157,3437,1724,0,4.0,-0.8,1,2021,2,5,True
2020-10-02,0.546317473,0.2917312465,0.2349136682,0.1994255413,0.177091783,0.1607639492,0.1506967379,0.1410417512,0.5377168525,0.2996565318,0.2370082721,0.196262526,0.1732290574,0.1567883916,0.1441882213,0.1335581938,321653,29481,14777,11612,8265,4394,3203,3602,0,2.5,19.5,10,2020,40,4,False
2020-04-11,0.4172982116,0.1671558205,0.09943150305,0.06862559315,0.04812734948,0.03346968016,0.025146361,0.02009228446,0.4220127866,0.1811473772,0.1087877192,0.07255340017,0.05191229536,0.03477368498,0.02417235784,0.01854324082,278098,26443,16739,12843,10633,6605,3553,2302,0,29.0,9.4,4,2020,15,5,True
2020-03-25,0.3583659421,0.1455903392,0.0768813044,0.05044891807,0.04034573994,0.03345885987,0.02488878919,0.02023863221,0.3759314148,0.1509750061,0.0785818594,0.04942541982,0.0394164928,0.03250880232,0.02427839919,0.02036702266,196264,15460,6427,3135,2590,1939,1502,1200,0,0.0,11.7,3,2020,13,2,False
2019-09-29,0.4627214273,0.1973617916,0.1388619446,0.109582008,0.09031875744,0.0755734243,0.06188493263,0.05202405895,0.4913093253,0.2010286556,0.1432074845,0.1137508265,0.09237505304,0.07703403742,0.06307136113,0.05307428887,291567,17999,10041,7122,5646,4290,3411,1726,0,6.0,22.2,9,2019,39,6,True
2019-12-24,0.4949878017,0.2517686386,0.1733651888,0.1467376696,0.1285823153,0.1102174982,0.09780414293,0.08649171871,0.5002946257,0.2538986988,0.170085692,0.1422159468,0.124974754,0.1059573271,0.0920918809,0.08264988892,305106,37812,15274,11294,10008,7951,6781,5697,0,0.2,2.6,12,2019,52,1,False
2021-05-05,0.427310787,0.2087090441,0.1459343127,0.111725449,0.09538767037,0.08294351927,0.07323822096,0.06591468093,0.4247136098,0.2102666836,0.1425172757,0.1042829768,0.08728868978,0.07395695063,0.06485548268,0.05698543765,331325,34285,16783,8288,6005,5244,4457,4136,0,12.3,15.1,5,2021,18,2,False
2021-01-25,0.2977680317,0.1373154816,0.09690898849,0.07460819462,0.0579324468,0.04668959327,0.0355632153,0.03015137875,0.3031831091,0.1429888575,0.09918579799,0.07423474726,0.05598899949,0.04442613517,0.03295108062,0.02767595582,172008,13055,8524,6202,4069,2990,1890,1502,0,0.0,6.9,1,2021,4,0,False
2020-10-08,0.3048393419,0.1510499966,0.09057523239,0.06332814757,0.04542453013,0.03832439152,0.0338698421,0.02920689271,0.3172654691,0.1578815146,0.09104959499,0.06248089561,0.04369364206,0.03539469662,0.03135125325,0.02774530032,219259,20800,12233,7133,3804,2884,1992,1863,1,0.0,16.9,10,2020,41,3,False
2021-03-03,0.2880120189,0.1418833514,0.08395968761,0.06477406103,0.05583581618,0.04694334096,0.03792672345,0.03322373701,0.2837179578,0.1441326348,0.08169001205,0.0614187968,0.05194078664,0.04324723155,0.03482532203,0.0304234085,160060,10534,4184,2949,3032,1945,1803,1261,1,0.0,4.1,3,2021,9,2,False
2021-01-08,0.2440355207,0.1238130103,0.08803365595,0.06671808766,0.05107840527,0.03950346113,0.03358743657,0.02940850195,0.2455455144,0.1266694273,0.08988140538,0.06686755753,0.05027400991,0.03827278628,0.03163145014,0.0272816128,144484,10999,7849,5076,3814,1963,1689,915,0,4.5,-11.3,1,2021,1,4,False
2021-04-21,0.3359110064,0.1816544424,0.122663905,0.09390014376,0.08308565524,0.07385063179,0.06427867155,0.05620637555,0.3353533499,0.1868653766,0.122598488,0.09231949646,0.0800709183,0.07164655292,0.06266992648,0.05573241781,182526,14694,6624,4376,3625,4340,2787,2391,1,0.0,17.4,4,2021,16,2,False
2020-09-24,0.3491202742,0.1799116798,0.1194905476,0.09033812227,0.06915298054,0.06101130132,0.05180936933,0.03909176708,0.3575346396,0.1900613276,0.1237971823,0.09248310169,0.07031024531,0.06159052935,0.05243696362,0.03918698261,197316,15924,8897,5798,2923,2383,2329,1723,0,7.1,19.8,9,2020,39,3,False
2021-02-13,0.6257640931,0.3416162015,0.2878307985,0.2449728443,0.2084662722,0.182495431,0.1580998513,0.1387591767,0.6220846101,0.3544031676,0.2973556235,0.2539410669,0.2147576604,0.1847109515,0.1577904897,0.1381609093,342948,30463,15263,10539,8231,6362,3743,2680,1,0.0,7.4,2,2021,6,5,True
2020-05-20,0.3457681465,0.1435736195,0.07854620105,0.05050255179,0.04127885798,0.0328199087,0.02608578261,0.02088793325,0.3593372367,0.151657324,0.08146300317,0.0508067842,0.03987866265,0.03200552944,0.02512821323,0.01969792114,189213,14945,5958,3711,3020,2270,1731,1164,0,4.3,14.0,5,2020,21,2,False
2020-01-26,0.5680777995,0.2916383753,0.2433624082,0.2120409543,0.1822153162,0.1636873672,0.1456447242,0.1287946714,0.5675796765,0.2809147946,0.22715182,0.1958304421,0.1645921878,0.1466067453,0.130955995,0.1147667476,307113,27105,13652,9100,6646,5687,5233,2799,0,4.6,6.1,1,2020,4,6,True
2020-08-23,0.4079121477,0.2092031927,0.1515454289,0.125293224,0.1100132528,0.1012846443,0.09356327173,0.08651954673,0.4122375974,0.2176740801,0.1556288943,0.1259958536,0.1082656797,0.09757565076,0.08847557648,0.08109337336,302338,23134,14138,10372,9490,7153,4932,3547,0,28.0,25.6,8,2020,34,6,True
2021-01-07,0.2562396777,0.1498221951,0.09134760995,0.06721274451,0.05060456288,0.04316991467,0.03647089848,0.02891418889,0.2598464335,0.1577646089,0.09373321246,0.06753346316,0.04959784523,0.04150065658,0.03455434685,0.02641798729,126255,12059,7166,4252,2999,2017,1261,1034,0,16.7,-10.3,1,2021,1,3,False
2020-06-04,0.33734308,0.1505065989,0.08534950946,0.0567909075,0.03985196216,0.03394504789,0.02825566456,0.02158301215,0.3507271793,0.156957585,0.08832433588,0.05802036234,0.0413539889,0.03416640389,0.02740782744,0.02094833898,180320,13509,7405,3905,2718,2247,1538,1374,0,0.2,22.6,6,2020,23,3,False
2020-03-13,0.3862806045,0.1757741406,0.1025002277,0.07586250425,0.05565870861,0.04229790212,0.03434837007,0.02637726642,0.4120314588,0.1898371939,0.1070360973,0.0775516379,0.0593225282,0.04497765335,0.03619392375,0.02725708495,214325,19075,9749,6775,5326,2925,2079,1402,0,0.2,7.3,3,2020,11,4,False
2020-02-22,0.4367606396,0.2049944167,0.1540443653,0.1236602975,0.09896073357,0.07689847803,0.06252437165,0.05326535857,0.4393553859,0.2073277865,0.1502657257,0.1205657925,0.09431811582,0.07289670094,0.05782801882,0.04688135273,258348,29937,33666,17257,11743,8136,5306,3542,0,28.8,6.7,2,2020,8,5,True
2019-12-01,0.4333467989,0.1919796703,0.1314298307,0.1019083233,0.08536699585,0.07059350165,0.05795559412,0.04742366018,0.4313611603,0.1854053181,0.1229671446,0.09306455017,0.07554868961,0.0632922036,0.05129456454,0.04176174209,236910,16435,9384,5737,4866,4339,2500,1542,0,126.5,6.7,12,2019,48,6,True
